Query,Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes
accident,Let Me Explain Studios,My Terrible Mouth Accident,That time I royally messed up my teeth when I was three years old! Eddie's Channel: https://www.youtube.com/user/eddache Megan Maher: ...,o2fwg4RnBfU,Rebecca: *Bleeding her guts out* *starts singing old mcdonald like it's the last time she will sing*,UgxaB3DPL_idInlYGi94AaABAg,2,14
accident,Let Me Explain Studios,My Terrible Mouth Accident,That time I royally messed up my teeth when I was three years old! Eddie's Channel: https://www.youtube.com/user/eddache Megan Maher: ...,o2fwg4RnBfU,"dude, seriously, my teth felt weird while she was explaining her accident lol",Ugwbxr1lreGCxPdEM6t4AaABAg,0,3
accident,Let Me Explain Studios,My Terrible Mouth Accident,That time I royally messed up my teeth when I was three years old! Eddie's Channel: https://www.youtube.com/user/eddache Megan Maher: ...,o2fwg4RnBfU,Rebecca's Dad: this is not the time Rebecca shut up the entire face is bleeding 4:15,UgwtYyrDLwGVe5IVu894AaABAg,0,22
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,"Who is here after watching the kapil sharma show😂
Edit :- unexpected. Thank for so many likes",UgyMeFB6d0Z9u6zWUtd4AaABAg,181,1027
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Who came here from the kapil sharma show,UgzsQFbF_2MMueI88814AaABAg,41,337
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kon kon kapil shrma show dekh kr yha aaya hai 🤣😂😂,UgyRGepGsBo0ZwxH6aV4AaABAg,3,44
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kon kon kapil ka show sa aaya hai like kro 👍👍,UgzExnJYm--T5AWwuMd4AaABAg,1,24
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Watching after promotion song on  Kapil Sharma show's,UgynWkD6usoV2Cz5MYF4AaABAg,3,29
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Taposh BangladeshI Singer❤️🇧🇩🇧🇩❤️,UgzDXgdpzg0Gq6nD75J4AaABAg,0,19
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Who's come here after watching Kapil Sharma show,UgxL6E-ov4PgIt4UlDZ4AaABAg,0,22
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,"I am here after watching kapai show , 🤣
Today .. who else??",UgwQNDcg1cwZo99sGM14AaABAg,2,19
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kapil sharma show dekhne ke baad ane wale like ❤ kare,UgzdlMTkHP1XtdqugeZ4AaABAg,0,20
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kapil ke show k baad aaye wo bande like here👇👇👇,UgwyQc213wAEqF95PDd4AaABAg,0,29
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Who else watching this after the Kapil Sharma show!!!!!!!¡!!!!!!✋✋✋✋✋✋✋,Ugx3SMOOUTOXJAA9MY54AaABAg,1,19
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kon kon kapil sharma show dekhne ke baad aya hai,UgzqucODZDEtaxO634F4AaABAg,0,18
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kapil ki show ki baad kon kon aaya hai ye song dekhne like karo👌👌🙏🙏👌,UgxJgw2ZHnLWvj_x9Xh4AaABAg,6,45
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,"তাপশ ভাই বাংলাদেশের এক বিরল প্রতিভা,.. সে যেনো দেশের বাইরে না যায় সবাই খেয়াল রাখবি😘😑
 সুত্রেঃ কবিগুরু রবীন্দ্রনাথ ঠাকুর 🙂",UgxrCdGMtYYqbMayGFN4AaABAg,0,1
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Who came here after watching kapil sharma show?,UgwHXZTdXE7XIgG2KZ94AaABAg,1,21
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,after kapil sharma show,Ugzaj9iSTqnKQrM-dPN4AaABAg,0,21
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Came here after seeing it in kapil sharma show,UgxREpk01QboAqC_D1V4AaABAg,2,15
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,who came after watch kapil sharma show?,Ugy0CsBTPiCWS8lxt7B4AaABAg,3,20
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Kaun kaun Kapil ke show ke baad aaya hai like thoko 🔥,UgynYhMJiPiDyfJi23p4AaABAg,0,33
accident,Zee Music Company,"Sunny Leone - Lovely Accident - Official Music Video | Taposh , Krushna | JAM8",Singers - Taposh & Harjot Kaur Music - Kaushik Akash Guddu (KAG) For Jam8 Lyrics - Shloke Lal Music Production - Bharat Goel & Kaushik Das Additional ...,uFfcjTPjgc8,Here after watching kapil sharma show,Ugyq1BwCH7JBxtJ1RGF4AaABAg,6,19
